['4-GB14', '5', '1', 'Coesite', '0.31', 'Sylvite', '0.21', 'Zeolites', '0.28', 'None', '0.00']
['B-A587', '5', '18', 'Euxenite', '0.29', 'Sylvite', '0.47', 'Zeolites', '0.23', 'None', '0.00']
['B-A587', '5', '19', 'Bitumens', '0.22', 'Chromite', '0.18', 'Sylvite', '0.18', 'Vanadinite', '0.42']
['B-A587', '5', '20', 'Bitumens', '0.45', 'Chromite', '0.09', 'Euxenite', '0.17', 'None', '0.00']
['B-A587', '6', '1', 'Bitumens', '0.19', 'Coesite', '0.18', 'Euxenite', '0.63', 'None', '0.00']
['B-A587', '6', '2', 'Bitumens', '0.19', 'Coesite', '0.32', 'Zeolites', '0.3', 'None', '0.00']
['B-A587', '6', '3', 'Bitumens', '0.29', 'Coesite', '0.19', 'Sylvite', '0.32', 'None', '0.00']
['B-A587', '6', '4', 'Coesite', '0.32', 'Sylvite', '0.21', 'Zeolites', '0.27', 'None', '0.00']
['B-A587', '6', '5', 'Bitumens', '0.31', 'Coesite', '0.49', 'None', '0.00', 'None', '0.00']
['B-A587', '6', '6', 'Euxenite', '0.42', 'Vanadinite', '0.16', 'Ytterbite', '0.42', 'None', '0.00']
['B-A587', '6', '7', 'Bitumens', '0.29', 'Sylvite', '0.31', 'Zeolites', '0.2', 'None', '0.00']
['B-A587', '6', '8', 'Bitumens', '0.2', 'Coesite', '0.3', 'Zeolites', '0.3', 'None', '0.00']
['B-A587', '6', '9', 'Coesite', '0.3', 'Sylvite', '0.17', 'Zeolites', '0.33', 'None', '0.00']
['B-A587', '6', '10', 'Bitumens', '0.36', 'Sylvite', '0.44', 'None', '0.00', 'None', '0.00']
['B-A587', '6', '11', 'Bitumens', '0.31', 'Sylvite', '0.31', 'Zeolites', '0.19', 'None', '0.00']
['B-A587', '6', '12', 'Bitumens', '0.5', 'Sylvite', '0.3', 'None', '0.00', 'None', '0.00']
['B-A587', '6', '13', 'Bitumens', '0.33', 'Coesite', '0.28', 'Zeolites', '0.19', 'None', '0.00']
['B-A587', '6', '14', 'Bitumens', '0.5', 'Euxenite', '0.25', 'Sylvite', '0.25', 'None', '0.00']
['B-A587', '6', '15', 'Bitumens', '0.29', 'Coesite', '0.21', 'Euxenite', '0.32', 'Zeolites', '0.18']
['B-A587', '6', '16', 'Bitumens', '0.21', 'Sylvite', '0.32', 'Zeolites', '0.27', 'None', '0.00']
['B-A587', '6', '17', 'Bitumens', '0.21', 'Chromite', '0.21', 'Coesite', '0.16', 'Otavite', '0.43']
['B-A587', '6', '18', 'Bitumens', '0.27', 'Coesite', '0.29', 'Zeolites', '0.24', 'None', '0.00']
['B-KDOZ', '1', '1', 'Bitumens', '0.28', 'Coesite', '0.32', 'Zeolites', '0.21', 'None', '0.00']
['B-KDOZ', '3', '1', 'Sylvite', '0.55', 'Zeolites', '0.25', 'None', '0.00', 'None', '0.00']
['B-KDOZ', '4', '1', 'Chromite', '0.37', 'Cobaltite', '0.09', 'Zeolites', '0.32', 'Zircon', '0.21']
['B-KDOZ', '5', '1', 'Coesite', '0.28', 'Zeolites', '0.52', 'None', '0.00', 'None', '0.00']
['B-KDOZ', '6', '1', 'Sylvite', '0.52', 'Zeolites', '0.28', 'None', '0.00', 'None', '0.00']
['B-KDOZ', '6', '2', 'Bitumens', '0.51', 'Coesite', '0.29', 'None', '0.00', 'None', '0.00']
['B-KDOZ', '6', '3', 'Bitumens', '0.33', 'Coesite', '0.3', 'Sylvite', '0.17', 'None', '0.00']
['B-KDOZ', '6', '4', 'Bitumens', '0.32', 'Coesite', '0.48', 'None', '0.00', 'None', '0.00']
['B-KDOZ', '6', '5', 'Bitumens', '0.51', 'Coesite', '0.29', 'None', '0.00', 'None', '0.00']
['B-KDOZ', '6', '6', 'Cobaltite', '0.2', 'Euxenite', '0.46', 'Sylvite', '0.34', 'None', '0.00']
['B-KDOZ', '6', '7', 'Bitumens', '0.19', 'Coesite', '0.28', 'Zeolites', '0.33', 'None', '0.00']
['B-KDOZ', '7', '1', 'Bitumens', '0.41', 'Chromite', '0.1', 'Euxenite', '0.19', 'None', '0.00']
['B-KDOZ', '7', '2', 'Bitumens', '0.2', 'Coesite', '0.34', 'Zeolites', '0.26', 'None', '0.00']
['B-KDOZ', '7', '3', 'Bitumens', '0.2', 'Coesite', '0.22', 'Otavite', '0.38', 'Sylvite', '0.2']
['B-KDOZ', '7', '4', 'Coesite', '0.5', 'Zeolites', '0.3', 'None', '0.00', 'None', '0.00']
['B-KDOZ', '7', '5', 'Coesite', '0.3', 'Sylvite', '0.18', 'Zeolites', '0.32', 'None', '0.00']
['B-KDOZ', '7', '6', 'Bitumens', '0.28', 'Coesite', '0.31', 'Sylvite', '0.21', 'None', '0.00']
['B-KDOZ', '7', '7', 'Bitumens', '0.3', 'Coesite', '0.17', 'Sylvite', '0.33', 'None', '0.00']
['B-KDOZ', '7', '8', 'Euxenite', '0.17', 'Sperrylite', '0.08', 'Sylvite', '0.45', 'None', '0.00']
['B-KDOZ', '7', '9', 'Coesite', '0.26', 'Sylvite', '0.22', 'Zeolites', '0.32', 'None', '0.00']
['B-KDOZ', '7', '10', 'Coesite', '0.25', 'Zeolites', '0.55', 'None', '0.00', 'None', '0.00']
['B-KDOZ', '7', '11', 'Coesite', '0.19', 'Sylvite', '0.3', 'Zeolites', '0.31', 'None', '0.00']
['B-KDOZ', '7', '12', 'Sylvite', '0.3', 'Zeolites', '0.5', 'None', '0.00', 'None', '0.00']
['B-KDOZ', '7', '13', 'Bitumens', '0.5', 'Sylvite', '0.3', 'None', '0.00', 'None', '0.00']
['B-KDOZ', '7', '14', 'Bitumens', '0.24', 'Sylvite', '0.28', 'Zeolites', '0.28', 'None', '0.00']
['B-KDOZ', '7', '15', 'Coesite', '0.29', 'Sylvite', '0.24', 'Zeolites', '0.27', 'None', '0.00']
['B-KDOZ', '8', '1', 'Coesite', '0.52', 'Euxenite', '0.28', 'Zeolites', '0.21', 'None', '0.00']
['B-KDOZ', '8', '2', 'Bitumens', '0.3', 'Sylvite', '0.3', 'Zeolites', '0.2', 'None', '0.00']
['B-KDOZ', '9', '1', 'Bitumens', '0.3', 'Coesite', '0.31', 'Zeolites', '0.18', 'None', '0.00']
['B-KDOZ', '9', '2', 'Bitumens', '0.3', 'Coesite', '0.26', 'Zeolites', '0.24', 'None', '0.00']
['B-KDOZ', '9', '3', 'Bitumens', '0.31', 'Sylvite', '0.31', 'Zeolites', '0.18', 'None', '0.00']
['B-KDOZ', '9', '4', 'Coesite', '0.31', 'Zeolites', '0.49', 'None', '0.00', 'None', '0.00']
['B-KDOZ', '9', '5', 'Bitumens', '0.29', 'Coesite', '0.22', 'Sylvite', '0.29', 'None', '0.00']
['B-KDOZ', '9', '6', 'Bitumens', '0.33', 'Sylvite', '0.25', 'Zeolites', '0.22', 'None', '0.00']
['B-KDOZ', '9', '7', 'Bitumens', '0.29', 'Sylvite', '0.51', 'None', '0.00', 'None', '0.00']
['B-KDOZ', '10', '1', 'Bitumens', '0.27', 'Coesite', '0.24', 'Sylvite', '0.29', 'None', '0.00']
['B-KDOZ', '10', '2', 'Chromite', '0.21', 'Sylvite', '0.41', 'Vanadinite', '0.38', 'None', '0.00']
['B-KDOZ', '10', '3', 'Sylvite', '0.3', 'Zeolites', '0.5', 'None', '0.00', 'None', '0.00']
['B-KDOZ', '10', '4', 'Sylvite', '0.54', 'Zeolites', '0.26', 'None', '0.00', 'None', '0.00']
['B-KDOZ', '10', '5', 'Bitumens', '0.27', 'Coesite', '0.32', 'Zeolites', '0.21', 'None', '0.00']
['B-KDOZ', '10', '6', 'Bitumens', '0.32', 'Sylvite', '0.3', 'Zeolites', '0.18', 'None', '0.00']
['LK1K-5', '1', '1', 'Bitumens', '0.32', 'Sylvite', '0.27', 'Zeolites', '0.21', 'None', '0.00']
['LK1K-5', '1', '2', 'Sylvite', '0.51', 'Zeolites', '0.29', 'None', '0.00', 'None', '0.00']
['LK1K-5', '1', '3', 'Coesite', '0.34', 'Euxenite', '0.12', 'Otavite', '0.54', 'None', '0.00']
['LK1K-5', '1', '4', 'Sylvite', '0.52', 'Zeolites', '0.28', 'None', '0.00', 'None', '0.00']
['LK1K-5', '1', '5', 'Coesite', '0.31', 'Zeolites', '0.49', 'None', '0.00', 'None', '0.00']
['LK1K-5', '1', '6', 'Bitumens', '0.33', 'Coesite', '0.19', 'Sylvite', '0.27', 'None', '0.00']
['LK1K-5', '1', '7', 'Bitumens', '0.45', 'Euxenite', '0.17', 'Sperrylite', '0.08', 'None', '0.00']
['LK1K-5', '1', '8', 'Cobaltite', '0.23', 'Euxenite', '0.37', 'Zeolites', '0.4', 'None', '0.00']
['LK1K-5', '1', '9', 'Coesite', '0.34', 'Zeolites', '0.46', 'None', '0.00', 'None', '0.00']
['LK1K-5', '1', '10', 'Euxenite', '0.22', 'Vanadinite', '0.11', 'Zeolites', '0.36', 'None', '0.00']
['LK1K-5', '1', '11', 'Bitumens', '0.34', 'Sylvite', '0.46', 'None', '0.00', 'None', '0.00']
['LK1K-5', '1', '12', 'Coesite', '0.45', 'Zeolites', '0.35', 'None', '0.00', 'None', '0.00']
['LK1K-5', '1', '13', 'Chromite', '0.1', 'Coesite', '0.38', 'Euxenite', '0.22', 'None', '0.00']
['LK1K-5', '1', '14', 'Sylvite', '0.27', 'Zeolites', '0.53', 'None', '0.00', 'None', '0.00']
['LK1K-5', '1', '15', 'Bitumens', '0.33', 'Coesite', '0.23', 'Sylvite', '0.24', 'None', '0.00']
['LK1K-5', '1', '16', 'Bitumens', '0.46', 'Sylvite', '0.34', 'None', '0.00', 'None', '0.00']
['LK1K-5', '2', '1', 'Bitumens', '0.3', 'Coesite', '0.5', 'None', '0.00', 'None', '0.00']
['LK1K-5', '2', '2', 'Sylvite', '0.32', 'Zeolites', '0.48', 'None', '0.00', 'None', '0.00']
['LK1K-5', '2', '3', 'Coesite', '0.28', 'Zeolites', '0.52', 'None', '0.00', 'None', '0.00']
['LK1K-5', '2', '4', 'Bitumens', '0.29', 'Coesite', '0.22', 'Sylvite', '0.3', 'None', '0.00']
['LK1K-5', '2', '5', 'Bitumens', '0.42', 'Euxenite', '0.34', 'Zeolites', '0.24', 'None', '0.00']
['LK1K-5', '2', '6', 'Coesite', '0.26', 'Sylvite', '0.24', 'Zeolites', '0.3', 'None', '0.00']
['LK1K-5', '2', '7', 'Coesite', '0.18', 'Sylvite', '0.31', 'Zeolites', '0.31', 'None', '0.00']
['LK1K-5', '2', '8', 'Sylvite', '0.52', 'Zeolites', '0.28', 'None', '0.00', 'None', '0.00']
['LK1K-5', '2', '9', 'Bitumens', '0.31', 'Sylvite', '0.49', 'None', '0.00', 'None', '0.00']
['LK1K-5', '2', '10', 'Coesite', '0.34', 'Sperrylite', '0.39', 'Titanite', '0.09', 'Zircon', '0.18']
['LK1K-5', '2', '11', 'Coesite', '0.18', 'Euxenite', '0.44', 'Sylvite', '0.22', 'Zeolites', '0.17']
['LK1K-5', '2', '12', 'Bitumens', '0.3', 'Coesite', '0.5', 'None', '0.00', 'None', '0.00']
['LK1K-5', '2', '13', 'Sylvite', '0.51', 'Zeolites', '0.29', 'None', '0.00', 'None', '0.00']
['LK1K-5', '2', '14', 'Bitumens', '0.5', 'Sylvite', '0.3', 'None', '0.00', 'None', '0.00']
['LK1K-5', '2', '15', 'Coesite', '0.31', 'Sylvite', '0.17', 'Zeolites', '0.32', 'None', '0.00']
['LK1K-5', '2', '16', 'Bitumens', '0.21', 'Sylvite', '0.26', 'Zeolites', '0.33', 'None', '0.00']
['LK1K-5', '2', '17', 'Bitumens', '0.36', 'Chromite', '0.12', 'Euxenite', '0.22', 'None', '0.00']
['LK1K-5', '2', '18', 'Bitumens', '0.32', 'Sylvite', '0.32', 'Zeolites', '0.16', 'None', '0.00']
['LK1K-5', '2', '19', 'Bitumens', '0.26', 'Sylvite', '0.33', 'Zeolites', '0.21', 'None', '0.00']
['LK1K-5', '2', '20', 'Euxenite', '0.26', 'Zeolites', '0.74', 'None', '0.00', 'None', '0.00']
['LK1K-5', '2', '21', 'Bitumens', '0.28', 'Coesite', '0.34', 'Zeolites', '0.19', 'None', '0.00']
['LK1K-5', '2', '22', 'Euxenite', '0.13', 'Loparite', '0.19', 'Zeolites', '0.18', 'None', '0.00']
['LK1K-5', '3', '1', 'Coesite', '0.47', 'Zeolites', '0.33', 'None', '0.00', 'None', '0.00']
['LK1K-5', '3', '2', 'Bitumens', '0.3', 'Coesite', '0.19', 'Sylvite', '0.31', 'None', '0.00']
['QE-E1D', '1', '1', 'Bitumens', '0.18', 'Sylvite', '0.28', 'Zeolites', '0.34', 'None', '0.00']
['QE-E1D', '3', '1', 'Euxenite', '0.21', 'Sperrylite', '0.13', 'Zeolites', '0.37', 'None', '0.00']
['QE-E1D', '5', '1', 'Bitumens', '0.26', 'Coesite', '0.24', 'Sylvite', '0.3', 'None', '0.00']
['QE-E1D', '5', '2', 'Sylvite', '0.33', 'Zeolites', '0.47', 'None', '0.00', 'None', '0.00']
['QE-E1D', '6', '1', 'Sylvite', '0.46', 'Zeolites', '0.34', 'None', '0.00', 'None', '0.00']
['QE-E1D', '6', '2', 'Bitumens', '0.26', 'Coesite', '0.17', 'Sylvite', '0.36', 'None', '0.00']
['QE-E1D', '6', '3', 'Coesite', '0.21', 'Sylvite', '0.26', 'Zeolites', '0.33', 'None', '0.00']
['QE-E1D', '7', '1', 'Coesite', '0.31', 'Zeolites', '0.49', 'None', '0.00', 'None', '0.00']
['QE-E1D', '7', '2', 'Sylvite', '0.43', 'Zeolites', '0.37', 'None', '0.00', 'None', '0.00']
['QE-E1D', '7', '3', 'Bitumens', '0.29', 'Coesite', '0.2', 'Sylvite', '0.31', 'None', '0.00']
['QI-S9W', '5', '1', 'Sylvite', '0.49', 'Zeolites', '0.31', 'None', '0.00', 'None', '0.00']
['QI-S9W', '7', '1', 'Coesite', '0.3', 'Sylvite', '0.2', 'Zeolites', '0.31', 'None', '0.00']
['QI-S9W', '7', '2', 'Bitumens', '0.19', 'Cinnabar', '0.3', 'Euxenite', '0.2', 'Zircon', '0.31']
['QI-S9W', '8', '1', 'Coesite', '0.48', 'Euxenite', '0.3', 'Zeolites', '0.22', 'None', '0.00']
['QI-S9W', '8', '2', 'Bitumens', '0.28', 'Coesite', '0.24', 'Sylvite', '0.28', 'None', '0.00']
['QI-S9W', '8', '3', 'Coesite', '0.45', 'Euxenite', '0.16', 'Otavite', '0.09', 'None', '0.00']
['QI-S9W', '8', '4', 'Coesite', '0.23', 'Euxenite', '0.27', 'Sylvite', '0.32', 'Zeolites', '0.18']
['QI-S9W', '8', '5', 'Bitumens', '0.29', 'Coesite', '0.51', 'None', '0.00', 'None', '0.00']
['QI-S9W', '8', '6', 'Bitumens', '0.32', 'Coesite', '0.18', 'Sylvite', '0.3', 'None', '0.00']
['QI-S9W', '8', '7', 'Euxenite', '0.16', 'Otavite', '0.08', 'Sylvite', '0.46', 'None', '0.00']
['QI-S9W', '8', '8', 'Sylvite', '0.31', 'Zeolites', '0.49', 'None', '0.00', 'None', '0.00']
['QI-S9W', '9', '1', 'Sylvite', '0.25', 'Zeolites', '0.55', 'None', '0.00', 'None', '0.00']
['QI-S9W', '9', '2', 'Bitumens', '0.33', 'Coesite', '0.2', 'Sylvite', '0.27', 'None', '0.00']
['QI-S9W', '9', '3', 'Bitumens', '0.22', 'Coesite', '0.31', 'Zeolites', '0.28', 'None', '0.00']
['QI-S9W', '9', '4', 'Bitumens', '0.3', 'Sylvite', '0.5', 'None', '0.00', 'None', '0.00']
['QI-S9W', '9', '5', 'Bitumens', '0.16', 'Coesite', '0.31', 'Zeolites', '0.33', 'None', '0.00']
['QI-S9W', '9', '6', 'Bitumens', '0.33', 'Coesite', '0.47', 'None', '0.00', 'None', '0.00']
['QI-S9W', '9', '7', 'Bitumens', '0.44', 'Euxenite', '0.35', 'Zeolites', '0.21', 'None', '0.00']
['QI-S9W', '9', '8', 'Cobaltite', '0.2', 'Euxenite', '0.37', 'Sylvite', '0.43', 'None', '0.00']
['QI-S9W', '9', '9', 'Coesite', '0.22', 'Sylvite', '0.28', 'Zeolites', '0.31', 'None', '0.00']
['QI-S9W', '9', '10', 'Bitumens', '0.42', 'Euxenite', '0.41', 'Zeolites', '0.17', 'None', '0.00']
['QI-S9W', '9', '11', 'Coesite', '0.38', 'Euxenite', '0.23', 'Otavite', '0.09', 'None', '0.00']
['QI-S9W', '9', '12', 'Bitumens', '0.23', 'Coesite', '0.22', 'Euxenite', '0.38', 'Sylvite', '0.17']
['QI-S9W', '9', '13', 'Coesite', '0.29', 'Zeolites', '0.51', 'None', '0.00', 'None', '0.00']
['QI-S9W', '9', '14', 'Coesite', '0.27', 'Zeolites', '0.53', 'None', '0.00', 'None', '0.00']
['QI-S9W', '9', '15', 'Bitumens', '0.49', 'Coesite', '0.31', 'None', '0.00', 'None', '0.00']
['QI-S9W', '9', '16', 'Bitumens', '0.3', 'Coesite', '0.33', 'Zeolites', '0.17', 'None', '0.00']
['QI-S9W', '9', '17', 'Coesite', '0.3', 'Zeolites', '0.5', 'None', '0.00', 'None', '0.00']
['QI-S9W', '9', '18', 'Bitumens', '0.47', 'Sylvite', '0.33', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '3', '1', 'Bitumens', '0.33', 'Coesite', '0.28', 'Zeolites', '0.19', 'None', '0.00']
['Z-H2MA', '4', '1', 'Bitumens', '0.3', 'Sylvite', '0.5', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '5', '1', 'Bitumens', '0.24', 'Euxenite', '0.36', 'Sylvite', '0.17', 'Zeolites', '0.23']
['Z-H2MA', '5', '2', 'Bitumens', '0.51', 'Sylvite', '0.29', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '5', '3', 'Sylvite', '0.3', 'Zeolites', '0.5', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '5', '4', 'Coesite', '0.4', 'Euxenite', '0.19', 'Vanadinite', '0.11', 'None', '0.00']
['Z-H2MA', '5', '5', 'Coesite', '0.21', 'Sylvite', '0.26', 'Zeolites', '0.33', 'None', '0.00']
['Z-H2MA', '6', '1', 'Coesite', '0.31', 'Zeolites', '0.49', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '6', '2', 'Bitumens', '0.36', 'Otavite', '0.44', 'Sylvite', '0.19', 'None', '0.00']
['Z-H2MA', '6', '3', 'Coesite', '0.29', 'Sylvite', '0.18', 'Zeolites', '0.32', 'None', '0.00']
['Z-H2MA', '6', '4', 'Euxenite', '0.21', 'Sperrylite', '0.11', 'Sylvite', '0.38', 'None', '0.00']
['Z-H2MA', '6', '5', 'Sylvite', '0.32', 'Zeolites', '0.48', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '6', '6', 'Bitumens', '0.2', 'Coesite', '0.28', 'Zeolites', '0.32', 'None', '0.00']
['Z-H2MA', '6', '7', 'Bitumens', '0.28', 'Coesite', '0.52', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '6', '8', 'Bitumens', '0.3', 'Coesite', '0.2', 'Sylvite', '0.3', 'None', '0.00']
['Z-H2MA', '6', '9', 'Bitumens', '0.46', 'Sylvite', '0.34', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '7', '1', 'Bitumens', '0.17', 'Sylvite', '0.27', 'Zeolites', '0.36', 'None', '0.00']
['Z-H2MA', '7', '2', 'Euxenite', '0.09', 'Sperrylite', '0.44', 'Sylvite', '0.28', 'Zircon', '0.19']
['Z-H2MA', '7', '3', 'Sylvite', '0.24', 'Zeolites', '0.56', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '7', '4', 'Bitumens', '0.22', 'Coesite', '0.3', 'Zeolites', '0.28', 'None', '0.00']
['Z-H2MA', '7', '5', 'Bitumens', '0.31', 'Coesite', '0.27', 'Sylvite', '0.22', 'None', '0.00']
['Z-H2MA', '7', '6', 'Coesite', '0.31', 'Sylvite', '0.19', 'Zeolites', '0.31', 'None', '0.00']
['Z-H2MA', '7', '7', 'Bitumens', '0.47', 'Sylvite', '0.33', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '7', '8', 'Coesite', '0.45', 'Zeolites', '0.35', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '7', '9', 'Coesite', '0.23', 'Sylvite', '0.33', 'Zeolites', '0.24', 'None', '0.00']
['Z-H2MA', '7', '10', 'Bitumens', '0.34', 'Coesite', '0.29', 'Zeolites', '0.17', 'None', '0.00']
['Z-H2MA', '7', '11', 'Sylvite', '0.47', 'Zeolites', '0.33', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '7', '12', 'Coesite', '0.32', 'Sylvite', '0.2', 'Zeolites', '0.28', 'None', '0.00']
['Z-H2MA', '7', '13', 'Coesite', '0.26', 'Zeolites', '0.54', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '7', '14', 'Bitumens', '0.26', 'Sylvite', '0.34', 'Zeolites', '0.2', 'None', '0.00']
['Z-H2MA', '8', '1', 'Coesite', '0.33', 'Zeolites', '0.47', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '8', '2', 'Bitumens', '0.31', 'Sylvite', '0.33', 'Zeolites', '0.16', 'None', '0.00']
['Z-H2MA', '8', '3', 'Coesite', '0.4', 'Euxenite', '0.21', 'Vanadinite', '0.1', 'None', '0.00']
['Z-H2MA', '9', '1', 'Coesite', '0.26', 'Zeolites', '0.54', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '9', '2', 'Bitumens', '0.18', 'Coesite', '0.22', 'Euxenite', '0.31', 'Sylvite', '0.29']
['Z-H2MA', '10', '1', 'Bitumens', '0.22', 'Sylvite', '0.27', 'Zeolites', '0.31', 'None', '0.00']
['Z-H2MA', '10', '2', 'Coesite', '0.49', 'Zeolites', '0.31', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '10', '3', 'Bitumens', '0.32', 'Sylvite', '0.48', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '10', '4', 'Sylvite', '0.3', 'Zeolites', '0.5', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '10', '5', 'Sylvite', '0.48', 'Zeolites', '0.32', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '10', '6', 'Bitumens', '0.21', 'Coesite', '0.23', 'Euxenite', '0.35', 'Zeolites', '0.21']
['Z-H2MA', '10', '7', 'Bitumens', '0.25', 'Sylvite', '0.55', 'None', '0.00', 'None', '0.00']
['Z-H2MA', '11', '1', 'Chromite', '0.1', 'Euxenite', '0.21', 'Sylvite', '0.39', 'None', '0.00']
['Z-H2MA', '11', '2', 'Coesite', '0.42', 'Euxenite', '0.18', 'Otavite', '0.11', 'None', '0.00']
['Z-H2MA', '11', '3', 'Bitumens', '0.28', 'Coesite', '0.2', 'Sylvite', '0.32', 'None', '0.00']
['B9E-H6', '1', '1', 'Bitumens', '0.29', 'Coesite', '0.33', 'Zeolites', '0.19', 'None', '0.00']
['B9E-H6', '2', '1', 'Bitumens', '0.35', 'Sylvite', '0.28', 'Zeolites', '0.17', 'None', '0.00']
['B9E-H6', '3', '1', 'Bitumens', '0.18', 'Sylvite', '0.36', 'Zeolites', '0.26', 'None', '0.00']
['B9E-H6', '4', '1', 'Coesite', '0.47', 'Zeolites', '0.33', 'None', '0.00', 'None', '0.00']
['B9E-H6', '4', '2', 'Chromite', '0.29', 'Coesite', '0.29', 'Euxenite', '0.11', 'Zeolites', '0.32']
['B9E-H6', '4', '3', 'Coesite', '0.3', 'Zeolites', '0.5', 'None', '0.00', 'None', '0.00']
['B9E-H6', '4', '4', 'Sperrylite', '0.39', 'Zeolites', '0.42', 'Zircon', '0.19', 'None', '0.00']
['B9E-H6', '4', '5', 'Coesite', '0.3', 'Sylvite', '0.23', 'Zeolites', '0.27', 'None', '0.00']
['B9E-H6', '4', '6', 'Bitumens', '0.43', 'Chromite', '0.37', 'Sylvite', '0.2', 'None', '0.00']
['B9E-H6', '4', '7', 'Bitumens', '0.3', 'Sylvite', '0.5', 'None', '0.00', 'None', '0.00']
['B9E-H6', '4', '8', 'Coesite', '0.27', 'Sylvite', '0.22', 'Zeolites', '0.31', 'None', '0.00']
['B9E-H6', '5', '1', 'Sylvite', '0.55', 'Zeolites', '0.25', 'None', '0.00', 'None', '0.00']
['B9E-H6', '5', '2', 'Bitumens', '0.29', 'Sylvite', '0.31', 'Zeolites', '0.2', 'None', '0.00']
['B9E-H6', '5', '3', 'Bitumens', '0.51', 'Sylvite', '0.29', 'None', '0.00', 'None', '0.00']
['B9E-H6', '5', '4', 'Bitumens', '0.31', 'Coesite', '0.49', 'None', '0.00', 'None', '0.00']
['B9E-H6', '5', '5', 'Coesite', '0.27', 'Sylvite', '0.18', 'Zeolites', '0.35', 'None', '0.00']
['B9E-H6', '5', '6', 'Euxenite', '0.23', 'Sylvite', '0.37', 'Vanadinite', '0.1', 'None', '0.00']
['B9E-H6', '5', '7', 'Bitumens', '0.32', 'Sylvite', '0.31', 'Zeolites', '0.16', 'None', '0.00']
['B9E-H6', '5', '8', 'Sylvite', '0.5', 'Zeolites', '0.3', 'None', '0.00', 'None', '0.00']
['B9E-H6', '5', '9', 'Bitumens', '0.31', 'Coesite', '0.49', 'None', '0.00', 'None', '0.00']
['B9E-H6', '5', '10', 'Bitumens', '0.45', 'Sylvite', '0.35', 'None', '0.00', 'None', '0.00']
['B9E-H6', '5', '11', 'Bitumens', '0.45', 'Sylvite', '0.35', 'None', '0.00', 'None', '0.00']
['B9E-H6', '5', '12', 'Bitumens', '0.3', 'Coesite', '0.3', 'Sylvite', '0.2', 'None', '0.00']
['B9E-H6', '5', '13', 'Bitumens', '0.5', 'Sylvite', '0.3', 'None', '0.00', 'None', '0.00']
['B9E-H6', '5', '14', 'Chromite', '0.3', 'Euxenite', '0.11', 'Sperrylite', '0.33', 'Sylvite', '0.26']
['B9E-H6', '5', '15', 'Sylvite', '0.46', 'Zeolites', '0.34', 'None', '0.00', 'None', '0.00']
['B9E-H6', '5', '16', 'Bitumens', '0.44', 'Euxenite', '0.3', 'Zeolites', '0.26', 'None', '0.00']
['B9E-H6', '5', '17', 'Sylvite', '0.49', 'Zeolites', '0.31', 'None', '0.00', 'None', '0.00']
['B9E-H6', '5', '18', 'Bitumens', '0.52', 'Sylvite', '0.28', 'None', '0.00', 'None', '0.00']
['B9E-H6', '5', '19', 'Sylvite', '0.55', 'Zeolites', '0.25', 'None', '0.00', 'None', '0.00']
['B9E-H6', '6', '1', 'Coesite', '0.61', 'Euxenite', '0.08', 'Sperrylite', '0.31', 'None', '0.00']
['B9E-H6', '6', '2', 'Bitumens', '0.19', 'Euxenite', '0.32', 'Sylvite', '0.23', 'Zeolites', '0.26']
['B9E-H6', '6', '3', 'Bitumens', '0.29', 'Coesite', '0.21', 'Sylvite', '0.3', 'None', '0.00']
['B9E-H6', '6', '4', 'Bitumens', '0.17', 'Coesite', '0.29', 'Zeolites', '0.34', 'None', '0.00']
['B9E-H6', '6', '5', 'Bitumens', '0.22', 'Euxenite', '0.39', 'Titanite', '0.21', 'Zeolites', '0.18']
['B9E-H6', '6', '6', 'Bitumens', '0.15', 'Sylvite', '0.33', 'Zeolites', '0.32', 'None', '0.00']
['B9E-H6', '6', '7', 'Bitumens', '0.29', 'Coesite', '0.51', 'None', '0.00', 'None', '0.00']
['B9E-H6', '6', '8', 'Bitumens', '0.28', 'Sylvite', '0.32', 'Zeolites', '0.2', 'None', '0.00']
['B9E-H6', '6', '9', 'Bitumens', '0.29', 'Coesite', '0.3', 'Sylvite', '0.21', 'None', '0.00']
['B9E-H6', '6', '10', 'Bitumens', '0.36', 'Sylvite', '0.44', 'None', '0.00', 'None', '0.00']
